difficulty,common,person,trial,id,x,y,class
easy,AB,1,5,16,0.0862658,-0.21644386,B
easy,AB,1,5,17,0.18400373,0.17518976,B
easy,AB,1,5,18,0.08771954,-0.01157941,B
easy,AB,1,5,19,0.28252305,0.21939532,B
easy,AB,1,5,20,-0.30794269,-0.22166912,B
easy,B,1,1,1,-0.28635665,-0.37290242,A
easy,B,1,1,2,-0.40938987,0.4337625,A
easy,B,1,1,3,-0.20704377,0.40432864,A
easy,B,1,1,4,-0.19816024,0.04840578,A
easy,B,1,1,5,0.20540667,0.0180123,A
easy,B,1,1,6,0.21524775,-0.37164702,B
easy,B,1,1,7,0.30724653,-0.15772196,B
easy,B,1,1,8,-0.29328557,0.20696907,B
easy,B,1,1,9,0.1887888,0.24594265,B
easy,B,1,1,10,0.09909053,-0.37445389,B
easy,B,1,1,11,0.28781116,-0.43167329,B
easy,B,1,1,12,0.21371978,0.35251076,B
easy,B,1,1,13,-0.18462549,-0.37688812,B
easy,B,1,1,14,-0.09350153,0.44123322,B
easy,B,1,1,15,0.19706729,-0.23602109,B
easy,B,1,1,16,-0.0015245,-0.15778897,B
easy,B,1,1,17,-0.08121603,0.18333965,B
easy,B,1,1,18,0.08626173,0.38627233,B
easy,B,1,1,19,-0.10048034,0.01512848,B
easy,B,1,1,20,-0.38989424,-0.03840146,B
easy,B,1,2,1,-0.21455245,0.4156344,A
easy,B,1,2,2,-0.39149425,-0.38243527,A
easy,B,1,2,3,9.8977e-4,0.23280138,A
easy,B,1,2,4,-0.40085136,0.20982386,A
easy,B,1,2,5,0.30533971,-0.44995997,A
easy,B,1,2,6,-0.31837013,-0.37653897,B
easy,B,1,2,7,-0.09841349,-0.35008187,B
easy,B,1,2,8,0.09730183,-0.16700871,B
easy,B,1,2,9,0.10949281,-0.01005909,B
easy,B,1,2,10,-0.10236484,-0.15575649,B
easy,B,1,2,11,0.28005943,-0.04097057,B
easy,B,1,2,12,0.18166458,-0.22290438,B
easy,B,1,2,13,-0.41874739,-0.15405028,B
easy,B,1,2,14,-0.28182996,-0.21385422,B
easy,B,1,2,15,-0.3132248,0.44115877,B
easy,B,1,2,16,-0.19044032,-0.37954766,B
easy,B,1,2,17,-0.08233187,0.21341858,B
easy,B,1,2,18,-0.30044322,0.15125846,B
easy,B,1,2,19,-0.01007593,-0.4111321,B
easy,B,1,2,20,0.30045663,0.35247629,B
easy,B,1,3,1,0.30343832,0.44521275,A
easy,B,1,3,2,-0.38056659,-0.41426363,A
easy,B,1,3,3,0.20371775,0.0280945,A
easy,B,1,3,4,0.18883572,0.41534966,A
easy,B,1,3,5,-0.31859038,-0.16785148,A
easy,B,1,3,6,-0.11230517,-0.24399099,B
easy,B,1,3,7,-0.39984831,0.18440365,B
easy,B,1,3,8,0.30063716,0.19782263,B
easy,B,1,3,9,-0.0015255,0.4303609,B
easy,B,1,3,10,0.28417179,-0.36263008,B
easy,B,1,3,11,-0.39595911,0.39678341,B
easy,B,1,3,12,0.10527466,0.1636419,B
easy,B,1,3,13,-0.40303549,0.03063295,B
easy,B,1,3,14,-0.29849136,-0.35019122,B
easy,B,1,3,15,0.09914304,0.41035277,B
easy,B,1,3,16,-0.30770603,-0.00189946,B
easy,B,1,3,17,-0.10010009,0.04866807,B
easy,B,1,3,18,0.31207354,-0.21020344999999999,B
easy,B,1,3,19,-0.19082904,0.40810745,B
easy,B,1,3,20,0.01448031,-0.00314477,B
easy,B,1,4,1,0.30549385,-0.21800876,A
easy,B,1,4,2,-0.00464297,0.41752584,A
easy,B,1,4,3,0.11840999,0.35159744,A
easy,B,1,4,4,-0.4044458,-0.01413515,A
easy,B,1,4,5,-0.08269572,0.16508951,A
easy,B,1,4,6,-0.30247658,0.2188527,B
easy,B,1,4,7,0.11137362,-0.42119577,B
easy,B,1,4,8,-0.41228646,-0.18387093,B
easy,B,1,4,9,-0.38076074,0.38414119,B
easy,B,1,4,10,0.01623546,-0.42942949,B
easy,B,1,4,11,0.2894102,0.02264849,B
easy,B,1,4,12,0.10876016,-0.01301169,B
easy,B,1,4,13,0.20075667,-0.20663511,B
easy,B,1,4,14,-0.1160371,0.04417796,B
easy,B,1,4,15,0.18743074,-0.37304361,B
easy,B,1,4,16,-0.31822837,-0.04892778,B
easy,B,1,4,17,-0.08300569,-0.24899516,B
easy,B,1,4,18,-0.38610896,-0.44780313,B
easy,B,1,4,19,0.18828915,0.04434543,B
easy,B,1,4,20,0.09475201,-0.22204003,B
easy,B,1,5,1,0.08215016,0.42983802,A
easy,B,1,5,2,-0.08713199,-0.36709962,A
easy,B,1,5,3,0.00684837,0.3986698,A
easy,B,1,5,4,0.30334189,-0.02711793,A
easy,B,1,5,5,0.21537439,0.17570746,A
easy,B,1,5,6,-0.19429084,-0.38151054,B
easy,B,1,5,7,-0.09637647,-0.18011199,B
easy,B,1,5,8,-0.19414135,0.15988381,B
easy,B,1,5,9,0.10718243,0.00711739,B
easy,B,1,5,10,-0.28642175,0.20821578,B
easy,B,1,5,11,0.1996504,-0.37652487,B
easy,B,1,5,12,0.29213383,0.3923993,B
easy,B,1,5,13,0.01835435,0.0062155,B
easy,B,1,5,14,-0.2905703,-0.22935743,B
easy,B,1,5,15,0.21055841,-0.19755952,B
easy,B,1,5,16,-0.41859334,0.02199347,B
easy,B,1,5,17,-0.20462715,-0.02191233,B
easy,B,1,5,18,-0.01798777,-0.37056685,B
easy,B,1,5,19,-0.20455901,-0.15107002,B
easy,B,1,5,20,-0.28206475,-0.44773664,B
hard,A,1,4,1,-0.20861934,0.41879675,A
hard,A,1,4,2,-0.41617317,-0.36945644,A
hard,A,1,4,3,-0.00854481,0.23107059,A
hard,A,1,4,4,-0.40246074,0.23715074,A
hard,A,1,4,5,0.31158557,-0.3507092,A
hard,A,1,4,6,-0.31534723,-0.44131403,A
hard,A,1,4,7,-0.11781646,-0.35127231,A
hard,A,1,4,8,0.08867499,-0.15824008,A
hard,A,1,4,9,0.0918089,0.03174635,A
hard,A,1,4,10,-0.08890609,-0.24599765,A
hard,A,1,4,11,0.31418237,0.0155828,A
hard,A,1,4,12,0.19125387,-0.1527942,A
hard,A,1,4,13,-0.40547146,-0.24482982,A
hard,A,1,4,14,-0.3006322,-0.16466485,A
hard,A,1,4,15,-0.30318609,0.44514745,A
hard,A,1,4,16,-0.18359998,-0.43130518,B
hard,A,1,4,17,-0.08406366,0.19372836,B
hard,A,1,4,18,-0.28288272,0.2239772,B
hard,A,1,4,19,-0.01014602,-0.41534643,B
hard,A,1,4,20,0.29581665,0.36405234,B
hard,A,1,5,1,-0.21628436,0.36590304,A
hard,A,1,5,2,0.28475456,0.37057928,A
hard,A,1,5,3,-0.11580891,-0.24689546,A
hard,A,1,5,4,-0.214684,0.15875687,A
hard,A,1,5,5,-0.09849713,-0.44526136,A
hard,A,1,5,6,0.0841425,0.41708781,A
hard,A,1,5,7,0.28080649,-0.04961944,A
hard,A,1,5,8,-0.39131814,-0.35226993,A
hard,A,1,5,9,0.21956935,-0.42844736,A
hard,A,1,5,10,-0.29590498,-0.41445289,A
hard,A,1,5,11,0.10382833,-0.04303668,A
hard,A,1,5,12,-0.31985129,0.18151321,A
hard,A,1,5,13,-0.2153181,-0.02173901,A
hard,A,1,5,14,0.31385418,0.1529532,A
hard,A,1,5,15,0.09757261,-0.3594894,A
hard,A,1,5,16,-0.18726942,-0.2256774,B
hard,A,1,5,17,0.19140189,0.16480382,B
hard,A,1,5,18,-0.18244623,-0.39609618,B
hard,A,1,5,19,-0.3830545,0.41347409,B
hard,A,1,5,20,0.29590956,-0.35698321,B
hard,A,1,6,1,0.01833728,-0.16153951,A
hard,A,1,6,2,-0.1187913,0.1588361,A
hard,A,1,6,3,0.20852793,0.23675074,A
hard,A,1,6,4,-0.39613291,-0.17035509,A
hard,A,1,6,5,0.28718411,-0.44769615,A
hard,A,1,6,6,0.19689982,0.00575338,A
hard,A,1,6,7,-0.11117625,-0.44081422,A
hard,A,1,6,8,-0.41063195,0.43312167,A
hard,A,1,6,9,-0.20687611,-0.02084678,A
hard,A,1,6,10,0.01518576,-0.3559661,A
hard,A,1,6,11,-0.38617896,0.239772,A
hard,A,1,6,12,-0.10113404,0.01355662,A
hard,A,1,6,13,0.08738468,0.24749484,A
hard,A,1,6,14,-0.1862127,0.16379038,A
hard,A,1,6,15,0.00453348,0.15768573,A
hard,A,1,6,16,0.01231204,0.39809253,B
hard,A,1,6,17,-0.29935413,-0.01045194,B
hard,A,1,6,18,0.29936749,0.40744359,B
hard,A,1,6,19,-0.29985768,-0.38862669,B
hard,A,1,6,20,0.08052214,-0.1779311,B
hard,A,1,7,1,0.09661591,0.37683927,A
hard,A,1,7,2,-0.30816589,0.43236135,A
hard,A,1,7,3,-0.09047243,-0.04953264,A
hard,A,1,7,4,-0.21261728,0.04771242,A
hard,A,1,7,5,0.19695728,-0.35411161,A
hard,A,1,7,6,0.21603798,0.39627067,A
hard,A,1,7,7,0.29832696,-0.21119594,A
hard,A,1,7,8,0.21410953,0.23019264,A
hard,A,1,7,9,0.3081304,-0.40509382,A
hard,A,1,7,10,-0.01998197,0.15778624,A
hard,A,1,7,11,-0.40027326,0.42789039,A
hard,A,1,7,12,-0.09380047,-0.16525849,A
hard,A,1,7,13,-0.28687079,-0.00986203,A
hard,A,1,7,14,0.08535471,-0.24610026,A
hard,A,1,7,15,-0.40302001,-0.15956772,A
hard,A,1,7,16,-0.18432172,-0.3784381,B
hard,A,1,7,17,0.30308002,0.42167345,B
hard,A,1,7,18,-0.28504947,0.22280641,B
hard,A,1,7,19,-0.18856822,0.36672724,B
hard,A,1,7,20,-0.0065330299999999996,-0.37496549,B
hard,A,1,8,1,0.31418864,-0.19458896,A
hard,A,1,8,2,-0.01584568,0.41499162,A
hard,A,1,8,3,0.10346524,0.42986545,A
hard,A,1,8,4,-0.41435574,0.04075285,A
hard,A,1,8,5,-0.08957107,0.20776113,A
hard,A,1,8,6,-0.28985908,0.18451934,A
hard,A,1,8,7,0.11828084,-0.42933462,A
hard,A,1,8,8,-0.40389302,-0.19971553,A
hard,A,1,8,9,-0.41212109,0.37354399,A
hard,A,1,8,10,-1.59258903e-5,-0.381103146,A
hard,A,1,8,11,0.30538616,0.00697489,A
hard,A,1,8,12,0.08355453,-0.03889467,A
hard,A,1,8,13,0.21302719,-0.16693373,A
hard,A,1,8,14,-0.10250401,0.04029609,A
hard,A,1,8,15,0.19755999,-0.36924106,A
hard,A,1,8,16,-0.31177248,-0.03839917,B
hard,A,1,8,17,-0.10818844,-0.24460808,B
hard,A,1,8,18,-0.38505319,-0.43533919,B
hard,A,1,8,19,0.21985513,0.02206856,B
hard,A,1,8,20,0.0935703,-0.24890131,B
hard,AB,1,1,1,0.19115354,-0.43699663,A
hard,AB,1,1,2,-0.20087124,-0.23128224,A
hard,AB,1,1,3,-0.09222952,0.20357072,A
hard,AB,1,1,4,-0.11627835,0.43384238,A
hard,AB,1,1,5,-0.19757126,0.18524139,A
hard,AB,1,1,6,-0.1970682,0.00662542,A
hard,AB,1,1,7,-0.18227513,0.4188995,A
hard,AB,1,1,8,-0.40171966,0.23621894,A
hard,AB,1,1,9,-0.3989372,-0.03004688,A
hard,AB,1,1,10,-0.41775937,0.40540614,A
hard,AB,1,1,11,-0.29440765,0.0433269,B
hard,AB,1,1,12,-0.10903071,-0.23480537,B
hard,AB,1,1,13,-0.10211287,-0.01834315,B
hard,AB,1,1,14,0.09298744,0.43809614,B
hard,AB,1,1,15,-0.28043178,-0.15939698,B
hard,AB,1,1,16,0.0106539,-0.44412762,B
hard,AB,1,1,17,-0.38940015,-0.36658485,B
hard,AB,1,1,18,-0.41911704,-0.16465948,B
hard,AB,1,1,19,-0.00470815,0.43118187,B
hard,AB,1,1,20,0.10414838,-0.22238217,B
hard,AB,1,2,1,0.19923091,-0.15704236,A
hard,AB,1,2,2,0.08549706,0.01622334,A
hard,AB,1,2,3,0.28482134,-0.04880347,A
hard,AB,1,2,4,-0.29537927,-0.17106709,A
hard,AB,1,2,5,-0.21511668,0.40203586,A
hard,AB,1,2,6,0.28034042,-0.21542,A
hard,AB,1,2,7,-0.2987393,-0.39575993,A
hard,AB,1,2,8,0.00211839,-0.40133865,A
hard,AB,1,2,9,-0.11879424,-0.18451016,A
hard,AB,1,2,10,-0.08591173,-0.36437246,A
hard,AB,1,2,11,-0.21799695,0.15239576,B
hard,AB,1,2,12,-0.28574017,0.39433614,B
hard,AB,1,2,13,0.01060186,0.43598204,B
hard,AB,1,2,14,0.21640983,0.19014496,B
hard,AB,1,2,15,0.19840695,-0.42339734,B
hard,AB,1,2,16,-0.39893293,-0.24575339,B
hard,AB,1,2,17,-0.1845526,-0.38514205,B
hard,AB,1,2,18,-0.28773825,0.24059725,B
hard,AB,1,2,19,0.00689713,-0.01797005,B
hard,AB,1,2,20,0.10097924,0.40651441,B
hard,AB,1,3,1,0.11671641,0.43154477,A
hard,AB,1,3,2,-0.31918216,-0.21494216,A
hard,AB,1,3,3,0.00334105,0.17763611,A
hard,AB,1,3,4,-0.40286067,0.20631795,A
hard,AB,1,3,5,0.29184568,-0.43363555,A
hard,AB,1,3,6,-0.20111108,0.41934781,A
hard,AB,1,3,7,0.09118881,-0.15982853,A
hard,AB,1,3,8,-0.40294681,0.41768137,A
hard,AB,1,3,9,-0.41681139,-0.00514504,A
hard,AB,1,3,10,-0.00821614,-0.36423472,A
hard,AB,1,3,11,-0.01825711,0.43795958,B
hard,AB,1,3,12,0.31253401,-0.22674568,B
hard,AB,1,3,13,0.20101145,-0.15881316,B
hard,AB,1,3,14,-0.19516551,-0.23447011,B
hard,AB,1,3,15,-0.09859193,-0.35085727,B
hard,AB,1,3,16,0.31774421,0.38961129,B
hard,AB,1,3,17,-0.28715085,0.16469893,B
hard,AB,1,3,18,-0.21905654,-0.37327977,B
hard,AB,1,3,19,-0.00450408,-0.23262905,B
hard,AB,1,3,20,-0.41011649,-0.42130042,B
hard,AB,1,4,1,-0.09985991,0.24626277,A
hard,AB,1,4,2,0.29379352,0.22485059,A
hard,AB,1,4,3,-0.38314998,-0.41334323,A
hard,AB,1,4,4,0.29841159,-0.17271832,A
hard,AB,1,4,5,0.28703650000000003,0.35287327,A
hard,AB,1,4,6,-0.29673012,-0.2348201,A
hard,AB,1,4,7,-0.08653774,0.37820611,A
hard,AB,1,4,8,0.109844,-0.43449746,A
hard,AB,1,4,9,-0.09065286,-0.360358,A
hard,AB,1,4,10,0.20671692,-0.00273799,A
hard,AB,1,4,11,0.18088165,-0.40351789,B
hard,AB,1,4,12,-0.28617879,-0.36224474,B
hard,AB,1,4,13,-0.19690468,-0.01838011,B
hard,AB,1,4,14,0.10728022,-0.24258578,B
hard,AB,1,4,15,-0.30421809,-0.02099875,B
hard,AB,1,4,16,0.29405769,0.03264147,B
hard,AB,1,4,17,-0.1895669,-0.16821387,B
hard,AB,1,4,18,-0.38592687,0.43208125,B
hard,AB,1,4,19,0.09648922,-0.04619336,B
hard,AB,1,4,20,-0.39535969,-0.18751938,B
hard,AB,1,5,1,-0.20007816,0.18780315,A
hard,AB,1,5,2,0.19373386,0.35070615,A
hard,AB,1,5,3,-0.00790539,-0.42269576,A
hard,AB,1,5,4,-0.38151427,0.18947895,A
hard,AB,1,5,5,0.10805547,-0.00149286,A
hard,AB,1,5,6,0.0103648,0.2474653,A
hard,AB,1,5,7,-0.30105912,-0.17003102,A
hard,AB,1,5,8,-0.30532606,0.01720767,A
hard,AB,1,5,9,-0.09980098,0.18581596,A
hard,AB,1,5,10,0.08875724,-0.16527034,A
hard,AB,1,5,11,-0.01940233,0.36327334,B
hard,AB,1,5,12,-0.40814726,-0.23335382,B
hard,AB,1,5,13,-0.20563881,-0.03176612,B
hard,AB,1,5,14,-0.18012807,-0.16861429,B
hard,AB,1,5,15,-0.2843747,0.2181241,B
hard,AB,1,5,16,0.28695391,-0.16525978,B
hard,AB,1,5,17,-0.20810159,-0.40787001,B
hard,AB,1,5,18,0.19637547,-0.16568968,B
hard,AB,1,5,19,-0.3914179,0.00363978,B
hard,AB,1,5,20,-0.40701677000000003,-0.35575156,B
hard,B,1,2,1,-0.00928024,-0.16619245,A
hard,B,1,2,2,-0.18736862,-0.03244079,A
hard,B,1,2,3,-0.31833247,-0.16056954,A
hard,B,1,2,4,-0.19068601,0.39285217,A
hard,B,1,2,5,0.11499008,0.03157133,A
hard,B,1,2,6,0.089711,0.43673007,B
hard,B,1,2,7,0.08417415,-0.40607302,B
hard,B,1,2,8,0.31325628,0.38413504,B
hard,B,1,2,9,0.30202161,-0.40330928,B
hard,B,1,2,10,-0.28065549,-0.0347894,B
hard,B,1,2,11,0.18004721,0.15130828,B
hard,B,1,2,12,0.01023406,-0.37588095,B
hard,B,1,2,13,-0.28067283,-0.44012156,B
hard,B,1,2,14,-0.2190989,-0.42215086,B
hard,B,1,2,15,0.10246023,-0.19900132,B
hard,B,1,2,16,-0.00986098,0.39228937,B
hard,B,1,2,17,0.31062559,-0.02834075,B
hard,B,1,2,18,0.20552615,-0.38952311,B
hard,B,1,2,19,0.31829808,-0.19914674,B
hard,B,1,2,20,0.08609293,0.15991599,B
hard,B,1,4,1,-0.19871646,0.39619599,A
hard,B,1,4,2,0.30477397,0.4041751,A
hard,B,1,4,3,-0.09140087,-0.15253759,A
hard,B,1,4,4,-0.19548033,0.2130346,A
hard,B,1,4,5,-0.11875683,-0.40093035,A
hard,B,1,4,6,0.11275953,0.39765175,B
