person,trial,id,found,difficulty,common,x,y,class
1,5,18,15,easy,A,-0.21360887,-0.42231441,B
1,5,10,16,easy,A,-0.30180349,-0.41268835,A
1,5,5,17,easy,A,-0.10736539,-0.37218834,A
1,5,15,18,easy,A,0.11749783,-0.44193747,A
1,5,9,19,easy,A,0.18319104,-0.42898471,A
1,5,20,20,easy,A,0.29983822,-0.38370284,B
1,1,18,1,easy,AB,-0.1829368,0.19921315,B
1,1,7,2,easy,AB,-0.30865965,0.21471082,A
1,1,5,3,easy,AB,-0.09841311,0.23971876,A
1,1,4,4,easy,AB,-0.18207833,0.38530923,A
1,1,6,5,easy,AB,-0.10041565,0.4488309,A
1,1,2,6,easy,AB,-0.3099464,0.43462693,A
1,1,15,7,easy,AB,-0.40642499,0.42337736,B
1,1,12,8,easy,AB,-0.38407516,-0.03837055,B
1,1,17,9,easy,AB,-0.18652577,-0.02510175,B
1,1,3,10,easy,AB,-0.10192679,0.03933043,A
1,1,19,11,easy,AB,-0.08195093,-0.15799067,B
1,1,1,12,easy,AB,0.01696917,0.0310703,A
1,1,9,13,easy,AB,0.28346221,0.01843329,A
1,1,10,14,easy,AB,0.21373634,0.0069865,A
1,1,8,15,easy,AB,0.21610356,0.43562127,A
1,1,20,16,easy,AB,0.29946551,-0.2150738,B
1,1,13,17,easy,AB,0.11145915,-0.43055175,B
1,1,16,18,easy,AB,-0.00370496,-0.41047711,B
1,1,14,19,easy,AB,-0.19110757,-0.40799001,B
1,1,11,20,easy,AB,-0.31603038,-0.38941169,B
1,2,19,1,easy,AB,-0.41159344,0.42538363,B
1,2,12,2,easy,AB,-0.18223571,0.24190941999999999,B
1,2,10,3,easy,AB,-0.09437186,0.43178782,A
1,2,1,4,easy,AB,0.21115757,0.4306524,A
1,2,15,5,easy,AB,0.29947342,0.19988064,B
1,2,17,6,easy,AB,-0.40049313,0.21652496,B
1,2,13,7,easy,AB,-0.08418195,0.24808871,B
1,2,2,8,easy,AB,-0.0832463,-0.02559397,A
1,2,14,9,easy,AB,-0.19504613,-0.03727596,B
1,2,6,10,easy,AB,-0.3913637,-0.0276852,A
1,2,9,11,easy,AB,-0.39521511,-0.22865563,A
1,2,3,12,easy,AB,-0.2942897,-0.18936092,A
1,2,5,13,easy,AB,-0.20509495,-0.18367042,A
1,2,7,14,easy,AB,-0.01394971,-0.20672768,A
1,2,18,15,easy,AB,-0.11151699,-0.16937254,B
1,2,16,16,easy,AB,0.18595333,-0.00545667,B
1,2,20,17,easy,AB,0.31424616,-0.03105031,B
1,2,8,18,easy,AB,0.29756481,-0.3654213,A
1,2,11,19,easy,AB,-0.38531265,-0.41818007,B
1,2,4,20,easy,AB,0.29590293,-0.17986288,A
1,3,18,1,easy,AB,-0.30642801,0.22990392,B
1,3,2,2,easy,AB,-0.31526756,0.35576757,A
1,3,11,3,easy,AB,-0.38779152,0.38419582,B
1,3,19,4,easy,AB,-0.2009348,0.41890114,B
1,3,13,5,easy,AB,-0.3012201,0.0255941,B
1,3,4,6,easy,AB,-0.21422008,-0.0175866,A
1,3,3,7,easy,AB,-0.10912757,-0.03868528,A
1,3,12,8,easy,AB,-0.1191825,-0.22240326,B
1,3,15,9,easy,AB,-0.39026911,-0.24222367,B
1,3,16,10,easy,AB,-0.18735137,-0.41783439,B
1,3,20,11,easy,AB,-0.01718553,-0.40734364,B
1,3,5,12,easy,AB,0.19678411,-0.39022219,A
1,3,9,13,easy,AB,0.28080751,-0.41247809,A
1,3,14,14,easy,AB,0.11237161,-0.23053533,B
1,3,7,15,easy,AB,0.28042334,-0.18983799,A
1,3,8,16,easy,AB,0.20512657,0.16420416,A
1,3,10,17,easy,AB,0.01539936,0.18851786,A
1,3,1,18,easy,AB,0.09490874,0.41851737,A
1,3,17,19,easy,AB,0.28549005,0.44026112,B
1,3,6,20,easy,AB,0.21270361,0.40518988,A
1,4,19,1,easy,AB,-0.3883615,0.39797973,B
1,4,12,2,easy,AB,-0.31557624,0.18651519,B
1,4,1,3,easy,AB,-0.20174944,0.41638985,A
1,4,4,4,easy,AB,-0.21458919,0.23544992,A
1,4,13,5,easy,AB,-0.18638615,-0.01959034,B
1,4,3,6,easy,AB,-0.10052169,-0.18486322,A
1,4,16,7,easy,AB,-0.21030521,-0.24174598,B
1,4,18,8,easy,AB,-0.18226007,-0.37232934,B
1,4,10,9,easy,AB,-0.28347448,-0.41462488,A
1,4,8,10,easy,AB,-0.38799884,-0.38226521,A
1,4,5,11,easy,AB,-0.11078023,-0.37362192,A
1,4,9,12,easy,AB,0.20711332,-0.42031339,A
1,4,20,13,easy,AB,0.28803669,-0.3543721,B
1,4,15,14,easy,AB,0.10437197,-0.43128379,B
1,4,11,15,easy,AB,0.09309711,-0.02510609,B
1,4,7,16,easy,AB,0.31207661,0.01050893,A
1,4,14,17,easy,AB,0.30898592,0.18265824,B
1,4,17,18,easy,AB,0.19286251,0.20185184,B
1,4,6,19,easy,AB,0.11474151,0.40848972,A
1,4,2,20,easy,AB,0.30010034,0.38665228,A
1,5,19,1,easy,AB,-0.00435372,0.4206441,B
1,5,15,2,easy,AB,0.08513459,0.40402997,B
1,5,11,3,easy,AB,0.18793316,0.37076846,B
1,5,20,4,easy,AB,-0.0072329,0.18801514,B
1,5,1,5,easy,AB,-0.09807674,0.20922709,A
1,5,5,6,easy,AB,-0.29713798,0.35099697,A
1,5,13,7,easy,AB,-0.41635181,0.2177145,B
1,5,7,8,easy,AB,0.0078317,0.03038292,A
1,5,18,9,easy,AB,0.09866123,0.01836637,B
1,5,10,10,easy,AB,0.30046747,0.03605473,A
1,5,17,11,easy,AB,0.08761436,-0.17866972,B
1,5,9,12,easy,AB,-0.0102067,-0.24287478,A
1,5,14,13,easy,AB,-0.09964242,-0.20756722,B
1,5,16,14,easy,AB,-0.41632424,-0.21174167,B
1,5,8,15,easy,AB,-0.28003602,-0.37359809,A
1,5,6,16,easy,AB,-0.19849205,-0.35692152,A
1,5,3,17,easy,AB,-0.11910858,-0.42294925,A
1,5,12,18,easy,AB,-0.01027236,-0.44938271,B
1,5,4,19,easy,AB,0.19760123,-0.43279839,A
1,5,2,20,easy,AB,0.29608883,-0.39382386,A
1,1,3,1,easy,B,0.29064528,0.38193113,A
1,1,4,2,easy,B,0.20023754,0.3790316,A
1,1,18,3,easy,B,0.18019312,0.23081044,B
1,1,1,4,easy,B,0.09730688,0.18645496,A
1,1,13,5,easy,B,0.00638558,0.16935014,B
1,1,12,6,easy,B,-0.30139804,0.20892898,B
1,1,5,7,easy,B,-0.38810077,0.40871401,A
1,1,16,8,easy,B,-0.10379826,0.03407015,B
1,1,17,9,easy,B,-0.18437462,-0.03916241,B
1,1,11,10,easy,B,-0.20261296,-0.19659041,B
1,1,19,11,easy,B,-0.30706551,-0.20001765,B
1,1,9,12,easy,B,-0.38664921,-0.43374962,B
1,1,15,13,easy,B,0.01777125,-0.43283807,B
1,1,14,14,easy,B,0.09569342,-0.4097092,B
1,1,8,15,easy,B,0.01294174,-0.20214096,B
1,1,7,16,easy,B,0.21162977,-0.18514847,B
1,1,2,17,easy,B,0.18290201,0.00952191,A
1,1,20,18,easy,B,0.28724869,0.02833526,B
1,1,6,19,easy,B,0.30925483,-0.2023447,B
1,1,10,20,easy,B,0.28515528,-0.39209968,B
1,2,6,1,easy,B,0.11020266,0.44449905,B
1,2,13,2,easy,B,0.1944871,0.42918928,B
1,2,14,3,easy,B,0.01456338,0.38981799,B
1,2,7,4,easy,B,-0.18168391,0.35406809,B
1,2,9,5,easy,B,-0.28905152,0.15848918,B
1,2,10,6,easy,B,0.09421493,0.22982587,B
1,2,17,7,easy,B,0.2090195,0.17523765,B
1,2,19,8,easy,B,0.30701962,0.19043717,B
1,2,11,9,easy,B,-0.09378371,-0.01080623,B
1,2,18,10,easy,B,0.09465798,-0.03268126,B
1,2,16,11,easy,B,0.08975694,-0.22346704,B
1,2,8,12,easy,B,-0.11221406,-0.15358313,B
1,2,4,13,easy,B,-0.19021843,-0.03407637,A
1,2,20,14,easy,B,-0.28790324,-0.19187423,B
1,2,12,15,easy,B,-0.38788466,-0.17528038,B
1,2,2,16,easy,B,-0.18133014,-0.40912837,A
1,2,1,17,easy,B,-0.10700175,-0.4036664,A
1,2,15,18,easy,B,0.01207603,-0.39634242,B
1,2,3,19,easy,B,0.0851153,-0.44361553,A
1,2,5,20,easy,B,0.2943714,-0.36260741,A
1,3,17,1,easy,B,0.29103897,-0.02295355,B
1,3,19,2,easy,B,0.28106854,-0.17414881,B
1,3,9,3,easy,B,0.29114716,-0.41551024,B
1,3,18,4,easy,B,0.18459378,-0.36185127,B
1,3,7,5,easy,B,0.08256538,-0.42654283,B
1,3,12,6,easy,B,0.00662553,-0.40598005,B
1,3,14,7,easy,B,-0.21455171,-0.44346685,B
1,3,13,8,easy,B,-0.29613161,-0.41943902,B
1,3,3,9,easy,B,-0.28288026,-0.19242424,A
1,3,1,10,easy,B,0.01440906,-0.174696,A
1,3,15,11,easy,B,0.08832921,-0.15547779,B
1,3,5,12,easy,B,0.10488619,-0.04023425,A
1,3,10,13,easy,B,-0.29085687,-0.01294626,B
1,3,2,14,easy,B,-0.21553595,0.04542852,A
1,3,4,15,easy,B,-0.20352266,0.39741797,A
1,3,16,16,easy,B,-0.01128403,0.354175,B
1,3,6,17,easy,B,0.11658622,0.43295009,B
1,3,20,18,easy,B,0.11742279,0.22502315,B
1,3,11,19,easy,B,0.18660683,0.22774264,B
1,3,8,20,easy,B,0.30858064,0.42581982,B
1,4,6,1,easy,B,-0.30104674,0.39869755,B
1,4,16,2,easy,B,-0.19590036,0.44368212,B
1,4,7,3,easy,B,-0.09847291,0.41236581,B
1,4,12,4,easy,B,0.10026551,0.43008665,B
1,4,15,5,easy,B,0.18939378,0.35691181,B
1,4,10,6,easy,B,0.31296128,0.21715862,B
1,4,20,7,easy,B,-0.31924056,0.22080447,B
1,4,8,8,easy,B,-0.304211832,-1.74837347e-4,B
1,4,3,9,easy,B,0.00501424,-0.01596261,A
1,4,4,10,easy,B,0.11797117,-0.029245,A
1,4,13,11,easy,B,0.21049922,0.15837461,B
1,4,19,12,easy,B,0.31614334,0.03368838,B
1,4,14,13,easy,B,0.20767602,-0.2334692,B
1,4,5,14,easy,B,0.00522644,-0.19920067,A
1,4,11,15,easy,B,-0.11690623,-0.19887548,B
1,4,2,16,easy,B,-0.1899578,-0.16002438,A
1,4,18,17,easy,B,-0.31239451,-0.41559327,B
1,4,17,18,easy,B,-0.38031203,-0.40856133,B
1,4,1,19,easy,B,-0.09791721,-0.43136878,A
1,5,6,1,easy,B,-0.20852593,0.3687773,B
1,5,20,2,easy,B,-0.31011669,0.43164628,B
1,5,12,3,easy,B,-0.29573813,0.22298373,B
1,5,10,4,easy,B,0.20239044,0.2315782,B
1,5,16,5,easy,B,0.31890369,0.37481862,B
1,5,13,6,easy,B,0.30080695,0.00278068,B
1,5,1,7,easy,B,0.20169976,-0.03034766,A
1,5,4,8,easy,B,0.09354234,0.01794072,A
1,5,2,9,easy,B,-0.00815956,-6.2013e-4,A
1,5,3,10,easy,B,-0.09642985,-0.0154623,A
1,5,11,11,easy,B,-0.38208661,0.00127922,B
1,5,8,12,easy,B,-0.11578129,-0.2208815,B
1,5,17,13,easy,B,-0.00395771,-0.24757655,B
1,5,9,14,easy,B,0.10209492,-0.21758445,B
1,5,15,15,easy,B,0.20654752,-0.22549138,B
1,5,7,16,easy,B,0.31035341,-0.20983671,B
1,5,14,17,easy,B,0.31896281,-0.42970096,B
1,5,19,18,easy,B,0.01359454,-0.41657758,B
1,5,18,19,easy,B,-0.28178655,-0.38289404,B
1,5,5,20,easy,B,-0.38318258,-0.42443054,A
1,1,2,1,hard,A,0.28973523,0.2475424,A
1,1,1,2,hard,A,-0.10860288,0.23591513,A
1,1,7,3,hard,A,-0.10665474,0.40785293,A
1,1,18,4,hard,A,-0.38686971,0.39888035,B
1,1,15,5,hard,A,-0.31792098,-0.035556,A
1,1,13,6,hard,A,-0.19971395,0.03650762,A
1,1,17,7,hard,A,-0.20811571,-0.18024303,B
1,1,6,8,hard,A,-0.29267228,-0.22401111,A
1,1,20,9,hard,A,-0.40280604,-0.23135416,B
1,1,12,10,hard,A,-0.30827482,-0.36046603,A
1,1,3,11,hard,A,-0.39733531,-0.37300438,A
1,1,8,12,hard,A,0.08693671,-0.44183828000000003,A
1,1,9,13,hard,A,-0.10792288,-0.41222095,A
1,1,11,14,hard,A,0.21471043,-0.35515839,A
1,1,4,15,hard,A,0.31619258,-0.20700104,A
1,1,14,16,hard,A,0.09203384,-0.20400432,A
1,2,8,1,hard,A,0.20266177,0.40822842,A
1,2,2,2,hard,A,-0.30770184,0.41912071,A
1,2,15,3,hard,A,-0.39827955,0.44536759,A
1,2,4,4,hard,A,-0.19596151,0.41230506,A
1,2,6,5,hard,A,-0.10773643,0.35323978,A
1,2,7,6,hard,A,-0.30367662,0.15985838,A
1,2,18,7,hard,A,-0.20115787,0.20949417,B
1,2,5,8,hard,A,-0.09129673,0.21927783,A
1,2,9,9,hard,A,0.30803559,-0.03655377,A
1,2,10,10,hard,A,0.20757127,0.02616558,A
1,2,1,11,hard,A,0.01102868,0.04502187,A
1,2,3,12,hard,A,-0.10355334,-0.00279308,A
1,2,17,13,hard,A,-0.21084663,-0.03841857,B
1,2,12,14,hard,A,-0.40956219,-0.00987832,A
1,2,14,15,hard,A,-0.1810693,-0.40269323,A
1,2,11,16,hard,A,-0.29004678,-0.40583566,A
1,3,2,1,hard,A,-0.01217099,0.42685267,A
1,3,19,2,hard,A,-0.09422059,0.4058584,B
1,3,1,3,hard,A,-0.21498996,0.40829734,A
1,3,5,4,hard,A,-0.30016906,0.37529128,A
1,3,16,5,hard,A,0.11300098,0.40567911,B
1,3,11,6,hard,A,0.30148078,0.43332842,A
1,3,18,7,hard,A,-0.3937701,0.21968897,B
1,3,13,8,hard,A,0.007429,0.23820282,A
1,3,10,9,hard,A,-0.18948212,-0.04242731,A
1,3,14,10,hard,A,-0.20510346,-0.20236589,A
1,3,6,11,hard,A,-0.31863493,-0.42561663,A
1,3,20,12,hard,A,-0.39720418,-0.35073163,B
1,3,15,13,hard,A,-0.0872081,-0.39410844,A
1,3,4,14,hard,A,0.31887918,-0.38336926,A
1,4,5,1,hard,A,-0.31349032,0.42253635,A
1,4,10,2,hard,A,0.28332091,-0.03463077,A
1,4,2,3,hard,A,0.30428459,-0.36713368,A
1,4,4,4,hard,A,0.18890451,-0.37069236,A
1,4,12,5,hard,A,0.01653569,-0.39656752,A
1,4,6,6,hard,A,-0.18512648,-0.36103169,A
1,4,8,7,hard,A,-0.29111178,-0.44054743,A
1,4,14,8,hard,A,-0.11145791,-0.23504867,A
1,4,3,9,hard,A,-0.11421984,-0.36585009,A
1,4,9,10,hard,A,0.00192821,-0.15862701,A
1,7,2,1,hard,A,-0.41601087,0.41420758,A
1,7,8,2,hard,A,-0.29840384,0.20590525,A
1,7,20,3,hard,A,-0.39019046,5.6605e-4,B
1,7,4,4,hard,A,-0.18994431,-0.00665849,A
1,7,15,5,hard,A,0.211745,-0.17422947,A
1,7,13,6,hard,A,-0.21266695,-0.44424787,A
1,7,1,7,hard,A,-0.29549825,-0.4056388,A
1,7,10,8,hard,A,0.10032231,-0.44504436000000003,A
1,7,11,9,hard,A,0.31606447,-0.40551147,A
1,7,6,10,hard,A,0.19356355,-0.36526567,A
1,7,19,11,hard,A,-0.09907193,4.9533e-4,B
1,7,18,12,hard,A,0.10914856,0.43421323,B
1,7,12,13,hard,A,0.20877075,0.41854241,A
1,1,18,1,hard,AB,-0.28750404,0.16892274,B
1,1,13,2,hard,AB,-0.29834345,0.04875796,B
1,1,4,3,hard,AB,-0.18131659,0.03813251,A
1,1,3,4,hard,AB,-0.1058219,-0.03105021,A
1,1,15,5,hard,AB,-0.39111502,-0.22132266,B
1,1,11,6,hard,AB,-0.40090244,0.36761173,B
1,1,19,7,hard,AB,-0.21423449,0.4027983,B
1,1,2,8,hard,AB,-0.31222701,0.37491903,A
1,1,1,9,hard,AB,0.09975445,0.3702168,A
1,1,6,10,hard,AB,0.21938495,0.36213645,A
1,1,17,11,hard,AB,0.30074537,0.43235716,B
1,1,8,12,hard,AB,0.20420081,0.22921332,A
1,2,20,1,hard,AB,-0.28841386,0.23380003,B
1,2,15,2,hard,AB,-0.08235458,0.41932126,B
1,2,9,3,hard,AB,0.10524888,0.39997695,A
1,2,19,4,hard,AB,0.21297083,0.37257865,B
1,2,16,5,hard,AB,0.28171771,0.44047476,B
1,2,14,6,hard,AB,0.11000393,0.18424104,B
1,2,12,7,hard,AB,-0.08602306,0.22893392,B
1,2,1,8,hard,AB,-0.40249267,-0.03509438,A
1,2,7,9,hard,AB,-0.41344136,-0.18036249,A
1,2,2,10,hard,AB,-0.29126536,-0.23602196,A
1,2,4,11,hard,AB,-0.20324809,-0.42517615,A
1,2,3,12,hard,AB,0.08740254,-0.35811523,A
1,2,11,13,hard,AB,0.21304137,-0.22445032,B
1,2,13,14,hard,AB,0.30911165,-0.21035572,B
1,3,15,1,hard,AB,-0.29394198,-0.04993388,B
1,3,20,2,hard,AB,-0.40957909,-0.21953173,B
1,3,6,3,hard,AB,-0.31134765,-0.22576356,A
1,3,3,4,hard,AB,-0.41248775,-0.37814742,A
1,3,12,5,hard,AB,-0.29181544,-0.39744211,B
1,3,9,6,hard,AB,-0.0888962,-0.36683511,A
1,3,8,7,hard,AB,0.09208622,-0.37522447,A
1,3,11,8,hard,AB,0.18234436,-0.41760848,B
1,3,14,9,hard,AB,0.08226639,-0.17081678,B
1,3,4,10,hard,AB,0.28469735,-0.19472118,A
1,3,16,11,hard,AB,0.31199947,-0.02567537,B
1,3,10,12,hard,AB,0.19824719,0.01396191,A
1,3,19,13,hard,AB,0.10556885,0.01237052,B
1,3,1,14,hard,AB,-0.10200701,0.19735766,A
1,4,15,1,hard,AB,-0.29110516,0.15029051,B
1,4,11,2,hard,AB,-0.01331987,0.370943,B
1,4,9,3,hard,AB,-0.11736998,0.19311293,A
1,4,18,4,hard,AB,0.18584029,-0.16521489,B
1,4,10,5,hard,AB,0.10586703,-0.18860312,A
1,4,16,6,hard,AB,0.30682273,-0.22523661,B
1,4,17,7,hard,AB,-0.18093045,-0.43078191,B
1,4,20,8,hard,AB,-0.41236534,-0.4465115,B
1,5,12,1,hard,AB,0.19007301,0.44808629,B
1,5,18,2,hard,AB,0.09429139,0.36584184,B
1,5,14,3,hard,AB,-0.10392932,0.38819021,B
1,5,3,4,hard,AB,-0.18011898,0.35791692,A
1,5,2,5,hard,AB,-0.41467343,0.37700467,A
1,5,8,6,hard,AB,-0.28524635,0.17452797,A
1,5,17,7,hard,AB,-0.11345449,0.23511133,B
1,5,19,8,hard,AB,-0.11762977,-0.01250831,B
1,5,20,9,hard,AB,-0.38022263,0.00919478,B
1,5,1,10,hard,AB,-0.31671327,-0.37192217,A
1,5,13,11,hard,AB,-0.18269375,-0.37934114,B
1,5,10,12,hard,AB,0.098284850000000007,-0.39469251,A
1,1,8,1,hard,B,0.28264657,0.17631362,B
1,1,12,2,hard,B,0.09301992,0.16618291,B
1,1,11,3,hard,B,-0.38289104,0.42104824,B
1,1,15,4,hard,B,0.11454702,0.40722554,B
1,1,1,5,hard,B,0.31488826,0.43622699,A
1,1,4,6,hard,B,0.21308117,0.43498003,A
1,1,9,7,hard,B,-0.00501762,0.44444396,B
1,1,10,8,hard,B,0.28505046,-0.37062311,B
1,1,14,9,hard,B,-0.29587599,-0.43668108,B
1,1,2,10,hard,B,-0.38397456,-0.39624329,A
1,1,5,11,hard,B,-0.30988439,-0.16035825,A
1,1,13,12,hard,B,-0.40661757,0.0061513,B
1,1,16,13,hard,B,-0.28397512,-0.01107786,B
1,1,7,14,hard,B,-0.41117318,0.19275737,B
1,2,4,1,hard,B,0.28154956,-0.39204019,A
1,2,15,2,hard,B,-0.1003211,-0.40585389,B
1,2,6,3,hard,B,-0.29141375,-0.37198345,B
1,2,20,4,hard,B,-0.40959022,-0.43593007,B
1,2,18,5,hard,B,-0.40035293,0.16471694,B
1,2,1,6,hard,B,-0.18020027,0.35494216,A
1,2,5,7,hard,B,-0.29974767,0.43002298,A
1,2,19,8,hard,B,-0.10182645,0.42305871,B
1,2,2,9,hard,B,-0.00226869,0.41776034,A
1,2,11,10,hard,B,0.30459805,0.43934824,B
1,2,17,11,hard,B,0.19276571,0.18809529,B
1,3,6,1,hard,B,-0.19478158,0.40149144,B
1,3,8,2,hard,B,-0.41260159,0.35325341,B
1,3,4,3,hard,B,-0.41801511,0.22334866,A
1,3,17,4,hard,B,-0.29189035,0.22468723,B
1,3,1,5,hard,B,0.10471553,0.43696995,A
1,3,16,6,hard,B,0.28835755,0.41248821,B
1,3,3,7,hard,B,-0.00874893,0.22653632,A
1,3,9,8,hard,B,-0.4058889,-0.03053667,B
1,3,2,9,hard,B,-0.30522121,-0.15384708,A
1,3,14,10,hard,B,-0.2193478,-0.21401381,B
1,3,20,11,hard,B,-0.40560604,-0.41049805,B
1,3,18,12,hard,B,-0.2118629,-0.44082371,B
1,3,15,13,hard,B,-0.08610193,-0.4283517,B
1,3,10,14,hard,B,-0.01537427,-0.36521898,B
1,3,5,15,hard,B,0.3123543,-0.39923327,A
1,3,13,16,hard,B,0.18883418,-0.24155043,B
1,3,12,17,hard,B,0.29214667,-0.24343344,B
1,3,7,18,hard,B,0.11513455,-0.22036923,B
1,4,3,1,hard,B,-0.18871708,0.42820595,A
1,4,2,2,hard,B,-0.08195701,0.41846703,A
1,4,15,3,hard,B,0.00731824,0.36037909,B
1,4,4,4,hard,B,0.11962697,0.4133528,A
1,4,18,5,hard,B,-0.21288291,-0.37906124,B
1,4,1,6,hard,B,-0.30633767,-0.22311365,A
1,4,20,7,hard,B,-0.211236,-0.18097701,B
1,5,10,1,hard,B,0.28983116,-0.35514799,B
1,5,15,2,hard,B,-0.01008992,-0.41688355,B
1,5,9,3,hard,B,-0.3836147,-0.35013136,B
1,5,17,4,hard,B,-0.18774492,0.00337248,B
1,5,11,5,hard,B,-0.18949241,-0.2231056,B
1,5,19,6,hard,B,-0.30347048,-0.24978516,B
1,5,6,7,hard,B,0.31953676,-0.24765452,B
1,5,8,8,hard,B,0.0108554,-0.15651046,B
1,5,7,9,hard,B,0.18575737,-0.16920881,B
1,5,2,10,hard,B,0.19748786,0.01188564,A
1,5,16,11,hard,B,-0.1116021,-0.01789097,B
1,5,13,12,hard,B,-0.00808909,0.22624363,B
